metric,method,band,n_complete_seizures,n_subjects,model_type,slope_per_minute,statistic,p_uncorrected,p_fdr_bh,skip_reason,fallback_reason
modularity,aec,beta2,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.00041817931325054266,-0.4634700665890991,0.6430274659228007,0.8341977936295792,,
modularity,aec,delta,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.000883812263090927,-0.9915129823742778,0.3214351562837341,0.6727203453817511,,
modularity,aec,theta,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.0006589379631674765,0.8867521121370242,0.3752123749975569,0.6727203453817511,,
modularity,coherence,alpha1,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.0004142750339773798,0.6469792762715886,0.517645356017149,0.7589538159496205,,
modularity,coherence,alpha2,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.00022769027755461784,0.33135585651704835,0.7403757045739341,0.8959168189802227,,
modularity,coherence,beta1,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.00020241175101944848,0.28293014509909664,0.777230385850653,0.8996560833266715,,
modularity,coherence,beta2,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.0008738107904035228,-1.156084391706066,0.24764663967451472,0.6727203453817511,,
modularity,coherence,delta,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.0007555501340788491,-1.0890645507120655,0.2761254210009313,0.6727203453817511,,
modularity,coherence,theta,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.0005220206493808931,0.7931184244769809,0.4277088292587168,0.7224364348861364,,
modularity,wpli,alpha1,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.0011415646457391465,1.2047518653585816,0.22829910711412438,0.6709198249884472,,
modularity,wpli,alpha2,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.0012537219175210385,1.262973185085295,0.20659881661476753,0.6351498591079338,,
modularity,wpli,beta1,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.0006457376546831861,0.6947071562601133,0.4872388423721026,0.7544343365761588,,
