metric,method,band,window,n,mean,std,median,min,max,sem,ci95_lower,ci95_upper
mean_betweenness_centrality,aec,beta2,T0,159,0.07226578452993544,0.02337813423260212,0.0764069264069264,0.0019480519480519,0.1461038961038961,0.001854006642429674,0.06860395070771705,0.07592761835215384
mean_betweenness_centrality,aec,beta2,T1,159,0.07208200604427016,0.021329186105668106,0.0757575757575757,0.0032467532467532,0.1277056277056277,0.0016915144863177498,0.06874110919146632,0.075422902897074
mean_betweenness_centrality,aec,beta2,T2,159,0.07122981839962969,0.021409895719128835,0.0753246753246753,0.0047619047619047,0.1067099567099567,0.0016979151750115228,0.06787627959732688,0.0745833572019325
mean_betweenness_centrality,aec,delta,Baseline,155,0.0583843038681748,0.024075977243395552,0.0647186147186147,0.0047619047619047,0.1186147186147186,0.0019338290284112009,0.05456404771588156,0.06220456002046804
mean_betweenness_centrality,aec,delta,T0,159,0.05675215769555388,0.024529179479918985,0.059090909090909,0.0069264069264069,0.15,0.0019452904682914713,0.05291002991250902,0.06059428547859875
mean_betweenness_centrality,aec,delta,T1,159,0.05780990497971626,0.024047068828734457,0.0627705627705627,0.0028138528138528,0.1264069264069264,0.0019070566066501217,0.054043292593708395,0.06157651736572413
mean_betweenness_centrality,aec,delta,T2,159,0.057848021998965354,0.02251000861901154,0.0627705627705627,0.0045454545454545,0.1205627705627705,0.0017851598029836194,0.05432216702356814,0.06137387697436257
mean_betweenness_centrality,aec,theta,Baseline,155,0.060340734534282875,0.026283812425709832,0.0651515151515151,0.0071428571428571,0.145021645021645,0.0021111666177577814,0.056170150091959394,0.06451131897660635
mean_betweenness_centrality,aec,theta,T0,159,0.0557883416373982,0.023667112718467373,0.0599567099567099,0.0047619047619047,0.1177489177489177,0.0018769241270750606,0.0520812436729302,0.05949543960186621
mean_betweenness_centrality,aec,theta,T1,159,0.06074219281766447,0.022061134672127662,0.064069264069264,0.0054112554112554,0.120995670995671,0.0017495617834472372,0.05728664720845782,0.06419773842687113
mean_betweenness_centrality,aec,theta,T2,159,0.06106891012551386,0.02107242346617366,0.0642857142857143,0.0041125541125541,0.1151515151515151,0.001671151884477325,0.057768231286184836,0.06436958896484289
mean_betweenness_centrality,coherence,alpha1,Baseline,155,0.06585253456221195,0.014964756766194777,0.0673160173160173,0.0082251082251082,0.1186147186147186,0.0012019981886932098,0.0634780014944292,0.0682270676299947
mean_betweenness_centrality,coherence,alpha1,T0,159,0.0657777233248931,0.016648359776262122,0.067099567099567,0.0045454545454545,0.1227272727272727,0.0013203008120170844,0.06317000765748282,0.06838543899230337
mean_betweenness_centrality,coherence,alpha1,T1,159,0.06747937596994197,0.016495321417440242,0.0683982683982684,0.0067099567099567,0.1153679653679653,0.0013081640807031448,0.0648956314643385,0.07006312047554544
mean_betweenness_centrality,coherence,alpha1,T2,159,0.06781289988837154,0.015288798097871401,0.0673160173160173,0.0084415584415584,0.1244588744588744,0.001212480557524146,0.06541813915088807,0.07020766062585501
mean_betweenness_centrality,coherence,alpha2,Baseline,155,0.06726155564865238,0.015272779986609234,0.0679653679653679,0.0043290043290043,0.1064935064935065,0.0012267392091319784,0.06483814699044432,0.06968496430686044
mean_betweenness_centrality,coherence,alpha2,T0,159,0.06584170546434694,0.01681083261588676,0.0677489177489177,0.0073593073593073,0.1248917748917749,0.0013331857463271292,0.06320854086532347,0.0684748700633704
mean_betweenness_centrality,coherence,alpha2,T1,159,0.06608402080100188,0.01526941808051988,0.0686147186147186,0.0075757575757575,0.1099567099567099,0.0012109436221749593,0.06369229565234286,0.06847574594966091
mean_betweenness_centrality,coherence,alpha2,T2,159,0.06499632443028666,0.015001629249753706,0.0668831168831168,0.0158008658008658,0.1036796536796536,0.001189706586487287,0.06264654438246227,0.06734610447811105
mean_betweenness_centrality,coherence,beta1,Baseline,155,0.0669864544058092,0.01639774633400837,0.0683982683982684,0.008008658008658,0.1006493506493506,0.0013170986805915615,0.06438454169078438,0.06958836712083404
mean_betweenness_centrality,coherence,beta1,T0,159,0.06448718995888802,0.017118858809341064,0.0675324675324675,0.008008658008658,0.1021645021645021,0.001357613812443295,0.06180577768012684,0.06716860223764921
mean_betweenness_centrality,coherence,beta1,T1,159,0.06622151433472184,0.016682693379592353,0.0677489177489177,0.0151515151515151,0.1196969696969697,0.00132302364387353,0.06360842082369658,0.0688346078457471
mean_betweenness_centrality,coherence,beta1,T2,159,0.06606632361349339,0.015276950472911359,0.0673160173160173,0.0155844155844155,0.0984848484848485,0.0012115409797479905,0.0636734186286273,0.06845922859835948
mean_betweenness_centrality,coherence,beta2,Baseline,155,0.06665689149560113,0.017678266983509053,0.069047619047619,0.0019480519480519,0.103030303030303,0.0014199525742653344,0.06385179214188084,0.0694619908493214
mean_betweenness_centrality,coherence,beta2,T0,159,0.06920961637942766,0.01610261686518363,0.0701298701298701,0.0019480519480519,0.1145021645021644,0.0012770205839145608,0.06668738314744785,0.07173184961140747
mean_betweenness_centrality,coherence,beta2,T1,159,0.07035448827901654,0.01419705505712771,0.0712121212121212,0.0231601731601731,0.117965367965368,0.0011258997025582929,0.06813073270182476,0.07257824385620831
mean_betweenness_centrality,coherence,beta2,T2,159,0.07152386397669412,0.013326422944734913,0.070995670995671,0.027056277056277,0.1212121212121212,0.0010568540848272681,0.0694364798517384,0.07361124810164985
mean_betweenness_centrality,coherence,delta,Baseline,155,0.054218684541265154,0.025627589858842836,0.062987012987013,0.0047619047619047,0.1108225108225108,0.002058457552780823,0.05015222622736436,0.05828514285516595
mean_betweenness_centrality,coherence,delta,T0,159,0.05767785673446047,0.02616570155498084,0.0638528138528138,0.0023809523809523,0.1298701298701298,0.0020750751109605264,0.05357939233252019,0.061776321136400754
mean_betweenness_centrality,coherence,delta,T1,159,0.06014865637507143,0.02346237871985093,0.0653679653679653,0.0049783549783549,0.1348484848484848,0.001860687664849742,0.056473626918433543,0.06382368583170932
mean_betweenness_centrality,coherence,delta,T2,159,0.05926924228811017,0.022500473603381786,0.0655844155844155,0.0025974025974025,0.1116883116883117,0.001784403627057117,0.05574488082979096,0.06279360374642937
mean_betweenness_centrality,coherence,theta,Baseline,155,0.06185030023739697,0.021455565889891913,0.0655844155844155,0.0067099567099567,0.1201298701298701,0.0017233525235302329,0.058445837907034975,0.06525476256775896
mean_betweenness_centrality,coherence,theta,T0,159,0.061769991015274,0.021028617990357545,0.0655844155844155,0.0045454545454545,0.1147186147186147,0.0016676778842714143,0.05847617364621227,0.06506380838433573
mean_betweenness_centrality,coherence,theta,T1,159,0.06417272455008301,0.01940659796245511,0.0673160173160173,0.0067099567099567,0.1264069264069264,0.0015390433287519529,0.061132972271904604,0.06721247682826141
mean_betweenness_centrality,coherence,theta,T2,159,0.06626643796455113,0.018184968581833594,0.0675324675324675,0.0069264069264069,0.1214285714285714,0.0014421618170057761,0.06341803559221497,0.06911484033688729
mean_betweenness_centrality,wpli,alpha1,Baseline,155,0.05019550342130983,0.014443786572070377,0.0517316017316017,0.0134199134199134,0.0766233766233766,0.0011601528557229294,0.047903635309102716,0.052487371533516944
mean_betweenness_centrality,wpli,alpha1,T0,159,0.04904707451877259,0.013135445066225288,0.0506493506493506,0.0097402597402597,0.0768398268398268,0.0010417085538883537,0.04698960421191133,0.05110454482563385
mean_betweenness_centrality,wpli,alpha1,T1,159,0.048573334422390986,0.01352540854336087,0.051082251082251,0.0095238095238095,0.0746753246753246,0.0010726346692798072,0.04645478219018029,0.050691886654601684
mean_betweenness_centrality,wpli,alpha1,T2,159,0.04852841079256169,0.014034293084410818,0.048051948051948,0.0136363636363636,0.0809523809523809,0.0011129918385025183,0.04633014943534212,0.050726672149781264
mean_betweenness_centrality,wpli,alpha2,Baseline,155,0.0498868873062421,0.014327187981193586,0.0512987012987012,0.014069264069264,0.0764069264069264,0.001150787431531426,0.0476135204776856,0.0521602541347986
mean_betweenness_centrality,wpli,alpha2,T0,159,0.049270331345803005,0.014840808684070752,0.0517316017316017,0.0095238095238095,0.0906926406926407,0.0011769526860241914,0.04694574142567943,0.05159492126592658
mean_betweenness_centrality,wpli,alpha2,T1,159,0.048416782379046494,0.01398549352326082,0.0512987012987013,0.0097402597402597,0.0800865800865801,0.0011091217815672827,0.04622616474060065,0.05060740001749234
mean_betweenness_centrality,wpli,alpha2,T2,159,0.048452176754063506,0.014784429860919726,0.0502164502164502,0.0097402597402597,0.0956709956709956,0.001172481554514107,0.04613641773034155,0.05076793577778546
mean_betweenness_centrality,wpli,beta1,Baseline,155,0.050552995391705026,0.013586076907401623,0.0515151515151515,0.0112554112554112,0.0729437229437229,0.0010912599575980868,0.04839722437704069,0.05270876640636936
mean_betweenness_centrality,wpli,beta1,T0,159,0.049929211249965924,0.014316017905404394,0.051082251082251,0.0125541125541125,0.087012987012987,0.0011353340701050299,0.04768682192822153,0.052171600571710317
mean_betweenness_centrality,wpli,beta1,T1,159,0.05143483351030516,0.01522436853131787,0.0536796536796536,0.0142857142857142,0.0863636363636363,0.001207370960531905,0.04905016469733582,0.053819502323274496
mean_betweenness_centrality,wpli,beta1,T2,159,0.05098015192354811,0.013572977612516749,0.0523809523809523,0.0129870129870129,0.0796536796536796,0.0010764071418523278,0.0488541487106649,0.05310615513643131
mean_betweenness_centrality,wpli,beta2,Baseline,155,0.04989107666527017,0.014575430987685772,0.0508658008658008,0.0151515151515151,0.0948051948051948,0.0011707267896393652,0.04757831987288258,0.052203833457657764
mean_betweenness_centrality,wpli,beta2,T0,159,0.051140787933240714,0.013807331853476355,0.0525974025974026,0.0164502164502164,0.0839826839826839,0.0010949926420936065,0.04897807664616357,0.05330349922031786
mean_betweenness_centrality,wpli,beta2,T1,159,0.05271583762149796,0.013605247896712963,0.0521645021645021,0.0194805194805194,0.0939393939393939,0.001078966341857666,0.05058477975297172,0.054846895490024195
mean_betweenness_centrality,wpli,beta2,T2,159,0.050304936153992716,0.013120336304184015,0.051082251082251,0.0192640692640692,0.0848484848484848,0.0010405103511188468,0.048249832407923014,0.05236003990006242
mean_betweenness_centrality,wpli,delta,Baseline,155,0.04700460829493084,0.014911386234316603,0.0478354978354978,0.014069264069264,0.0796536796536796,0.0011977113644133742,0.044638543797320664,0.049370672792541016
mean_betweenness_centrality,wpli,delta,T0,159,0.045178197064989475,0.015015079569032157,0.0469696969696969,0.0099567099567099,0.0800865800865801,0.001190773266190506,0.04282631022653913,0.047530083903439824
mean_betweenness_centrality,wpli,delta,T1,159,0.043445234011271705,0.013719915957051474,0.0437229437229437,0.0099567099567099,0.0792207792207792,0.001088060110565934,0.04129621511225869,0.04559425291028472
mean_betweenness_centrality,wpli,delta,T2,159,0.043939393939393896,0.014388195838409489,0.0437229437229437,0.0101731601731601,0.0809523809523809,0.0011410581525273847,0.04168569902783356,0.04619308885095423
mean_betweenness_centrality,wpli,theta,Baseline,155,0.046771400642368344,0.012918734959436977,0.0497835497835497,0.0129870129870129,0.0831168831168831,0.001037657762438822,0.044721520124136285,0.0488212811606004
mean_betweenness_centrality,wpli,theta,T0,159,0.04527757357946033,0.014584512519633294,0.0465367965367965,0.0101731601731601,0.0746753246753246,0.001156627078062131,0.04299312860649567,0.047562018552424985
mean_betweenness_centrality,wpli,theta,T1,159,0.04703231778703472,0.015174460794708172,0.0456709956709956,0.0173160173160173,0.1012987012987013,0.0012034130195661126,0.04465546627189118,0.04940916930217826
mean_betweenness_centrality,wpli,theta,T2,159,0.045318413242941495,0.013410288439322869,0.0467532467532467,0.0103896103896103,0.0859307359307359,0.0010635050511742696,0.043217892847077936,0.047418933638805054
mean_connectivity,aec,alpha1,Baseline,155,0.4500662317349355,0.03406523733550793,0.4407377545854499,0.4089313535223075,0.5805065991151229,0.002736185707153103,0.44466092954534303,0.45547153392452794
mean_connectivity,aec,alpha1,T0,159,0.4510334345456383,0.03210774739600242,0.4426005376580855,0.4061880440750627,0.6122883783550647,0.002546309998623733,0.44600423785268906,0.4560626312385876
mean_connectivity,aec,alpha1,T1,159,0.4504707258813208,0.029331518469601525,0.4409201497403573,0.4136268722864826,0.5794266410864335,0.002326140723383852,0.4458763837785526,0.455065067984089
mean_connectivity,aec,alpha1,T2,159,0.44922942651206876,0.02901139950629412,0.4424070698679749,0.4075891691875661,0.5643563533177015,0.002300753638236914,0.44468522623992357,0.45377362678421396
mean_connectivity,aec,alpha2,Baseline,155,0.31021962208934245,0.04790166747555111,0.2949880262733414,0.2526274094234191,0.4761140057885557,0.0038475545203022817,0.30261882408107976,0.31782042009760514
mean_connectivity,aec,alpha2,T0,159,0.3089094930299064,0.05055956397425439,0.2915735799428831,0.2485874259443169,0.5424263821618411,0.004009634238300039,0.300990096231365,0.31682888982844776
mean_connectivity,aec,alpha2,T1,159,0.30815469802062667,0.04674124597982073,0.293578532798175,0.2477091879122393,0.4917605178034326,0.003706821924273866,0.300833383423038,0.31547601261821534
mean_connectivity,aec,alpha2,T2,159,0.3120417209373389,0.050105070985957484,0.2972387474391028,0.2543149812945268,0.501542858687691,0.0039735905997933755,0.30419351364348374,0.31988992823119405
mean_connectivity,aec,beta1,Baseline,155,0.1460264032114133,0.06637234343179742,0.1275327704599893,0.0557811516433454,0.4020224424115106,0.00533115491489745,0.13549477034043608,0.15655803608239052
mean_connectivity,aec,beta1,T0,159,0.14033168261651408,0.06831420897900563,0.1188639115183905,0.0579271354635004,0.5057071399486955,0.005417669175788109,0.12963128717483838,0.15103207805818977
mean_connectivity,aec,beta1,T1,159,0.14198953735919115,0.0673683894944364,0.1214921305273185,0.0570007947569345,0.4472090876988349,0.005342660811584034,0.13143729034304202,0.15254178437534027
mean_connectivity,aec,beta1,T2,159,0.14284214121141695,0.06391490545603347,0.1213929664446193,0.0521037793594847,0.399157022511424,0.0050687817122932605,0.13283083063315854,0.15285345178967535
mean_connectivity,aec,beta2,Baseline,155,0.12555416601286012,0.06147694707460378,0.1114482381162548,0.0434015392238216,0.3444567402229495,0.004937947217223768,0.11579931025304308,0.13530902177267717
mean_connectivity,aec,beta2,T0,159,0.11491357707680033,0.054701543502860266,0.1019150214680259,0.0378104386398573,0.4149281647794756,0.004338114581617338,0.10634540135613123,0.12348175279746944
mean_connectivity,aec,beta2,T1,159,0.11683112797692638,0.05855588921732737,0.1019171238814967,0.0375158900259352,0.3884477609957887,0.004643784079693745,0.10765922685373668,0.12600302910011607
mean_connectivity,aec,beta2,T2,159,0.11941734641323785,0.05907728129140408,0.1076037314882104,0.0420260432438371,0.4698110299990713,0.0046851331608064855,0.11016377704772845,0.12867091577874726
mean_connectivity,aec,delta,Baseline,155,0.43644830362540254,0.03331373897991049,0.4294322159691662,0.3709602855859595,0.6172268737823713,0.002675823906667672,0.4311622454518426,0.44173436179896247
mean_connectivity,aec,delta,T0,159,0.43492128715767875,0.0289523549902812,0.4309987190067253,0.3759018034528032,0.538230282771073,0.002296071103531713,0.43038633532271,0.4394562389926475
mean_connectivity,aec,delta,T1,159,0.43419895432772326,0.028598806674595006,0.4310139180844929,0.3837681368351047,0.5261670278545213,0.0022680328982934215,0.4297193805296537,0.43867852812579283
mean_connectivity,aec,delta,T2,159,0.4344812677676694,0.026673525049493482,0.4309209147934941,0.3801080790107325,0.5103286339204571,0.0021153481337193446,0.430303260437734,0.4386592750976048
mean_connectivity,aec,theta,Baseline,155,0.2527758238162459,0.050954984698862206,0.2449409678029801,0.1730782065991649,0.443329780309889,0.00409280286140572,0.24469054063883158,0.2608611069936603
mean_connectivity,aec,theta,T0,159,0.25236477501430743,0.048467306393193986,0.2437676858595947,0.1620700082380601,0.4092782403748987,0.0038437074190609635,0.2447730989610955,0.25995645106751936
mean_connectivity,aec,theta,T1,159,0.2512374412625688,0.04894770045872295,0.2421328671235234,0.1642164914848461,0.4224251503598246,0.0038818051466046966,0.2435705186896969,0.2589043638354407
mean_connectivity,aec,theta,T2,159,0.2503622293422536,0.04676749598109295,0.2421093395177661,0.1728544005590861,0.3953350652501883,0.0037089036847872694,0.24303680307597764,0.2576876556085296
mean_connectivity,coherence,alpha1,Baseline,155,0.40118735709854647,0.028522203218770234,0.3933660281087629,0.3645474504048154,0.4808737908384462,0.002290958492820132,0.39666159595406975,0.4057131182430232
mean_connectivity,coherence,alpha1,T0,159,0.4012793061641874,0.028481282800656954,0.3896144127997518,0.36987341974388,0.5133806490778708,0.00225871264883479,0.39681814071693927,0.4057404716114355
mean_connectivity,coherence,alpha1,T1,159,0.4011829668143034,0.026703110241705616,0.3902586249956495,0.368930894246705,0.5057563068645966,0.0021176943920791056,0.3970003254080811,0.40536560822052564
mean_connectivity,coherence,alpha1,T2,159,0.40107857741716607,0.026870434740277723,0.3917081900217012,0.3688745673103373,0.4955846621305823,0.0021309640879713155,0.3968697271397798,0.40528742769455234
mean_connectivity,coherence,alpha2,Baseline,155,0.3980507480886503,0.031229464667546118,0.3885765513770826,0.3633084437549575,0.6231526085065101,0.002508410965225069,0.39309541218170413,0.4030060839955965
mean_connectivity,coherence,alpha2,T0,159,0.3965371619712124,0.030855173897543012,0.387759143439957,0.3633472740377726,0.5651138744219576,0.0024469744587055577,0.39170416211569414,0.4013701618267307
mean_connectivity,coherence,alpha2,T1,159,0.3958874470156878,0.026249898843918252,0.3871040118491551,0.3657234593676317,0.4858501099896718,0.002081752390311025,0.39177579437223503,0.39999909965914054
mean_connectivity,coherence,alpha2,T2,159,0.3980771039436469,0.029833255002112046,0.3905375525111693,0.365922692122673,0.5156776427437184,0.0023659310186558715,0.39340417234411607,0.4027500355431778
mean_connectivity,coherence,beta1,Baseline,155,0.3920373130787293,0.02142785121475099,0.3855442477227097,0.3628259128483464,0.4834465175300986,0.0017211264272534884,0.3886372483749785,0.3954373777824801
mean_connectivity,coherence,beta1,T0,159,0.3908350723836421,0.023089400262002083,0.3835487552452306,0.368545506034146,0.5151800488491072,0.0018311085491061684,0.3872184644040272,0.39445168036325706
mean_connectivity,coherence,beta1,T1,159,0.3893998179705091,0.019309742530315206,0.3834973633257861,0.3684851953464492,0.4982611389388663,0.0015313621933475564,0.38637523664197737,0.3924243992990408
mean_connectivity,coherence,beta1,T2,159,0.38970469222032905,0.01824839610548094,0.3845085134401278,0.3663605380995897,0.4661301575778097,0.0014471919468264465,0.38684635487845936,0.39256302956219874
mean_connectivity,coherence,beta2,Baseline,155,0.38716791374502224,0.022241183055069065,0.3841472935185842,0.3600892766682081,0.548702288802776,0.0017864548127490202,0.3836387935958613,0.3906970338941832
mean_connectivity,coherence,beta2,T0,159,0.38405167802834483,0.019915705216920373,0.3819058966460558,0.3588251840271957,0.5137424301172477,0.0015794181602973817,0.38093218174044396,0.3871711743162457
mean_connectivity,coherence,beta2,T1,159,0.382759073793132,0.015421448128370888,0.3811846240777564,0.3599215605645266,0.4605139041760827,0.0012230003892274638,0.38034353541944504,0.385174612166819
mean_connectivity,coherence,beta2,T2,159,0.38331303057051197,0.01624079732231379,0.3823912623996761,0.3597778823707544,0.4668593248060871,0.0012879790069787941,0.3807691534440086,0.38585690769701536
mean_connectivity,coherence,delta,Baseline,155,0.42295392217936206,0.027779761299021044,0.4206404089687077,0.3788204239627458,0.5285720708686479,0.002231324122767129,0.41854596802078536,0.42736187633793876
mean_connectivity,coherence,delta,T0,159,0.42195787390981837,0.026804281711888152,0.4159928773776994,0.3775060693434402,0.5446538214214647,0.002125717811564875,0.4177593855113737,0.42615636230826304
mean_connectivity,coherence,delta,T1,159,0.4207144207663284,0.02545526537487966,0.4161068272584101,0.3795069715210843,0.4905927928319282,0.0020187338570424483,0.4167272355283684,0.42470160600428847
mean_connectivity,coherence,delta,T2,159,0.42048697769290827,0.025595455133063102,0.4150074570297358,0.376738439468964,0.4981196835517195,0.0020298516280453306,0.41647783383357423,0.4244961215522423
mean_connectivity,coherence,theta,Baseline,155,0.4099210822445029,0.023946248794661475,0.4072673882879676,0.3719865831384968,0.4944114097769155,0.0019234089886580263,0.40612141075630837,0.41372075373269745
mean_connectivity,coherence,theta,T0,159,0.41022903455802745,0.023757263414114514,0.4053580031939729,0.3690417455919084,0.5146734585535887,0.0018840735422887165,0.4065078158402464,0.4139502532758085
mean_connectivity,coherence,theta,T1,159,0.4094067063503059,0.021859434620028807,0.4071329253446752,0.3705211744171237,0.4824002878305141,0.0017335659288315942,0.4059827540267469,0.4128306586738649
mean_connectivity,coherence,theta,T2,159,0.40898389750784925,0.020905372738367498,0.4077449441750552,0.371385388808696,0.4769081676393735,0.0016579039000191205,0.40570938465760303,0.41225841035809546
mean_connectivity,wpli,alpha1,Baseline,155,0.15486492909069174,0.07591571582609881,0.1307393024141155,0.0875807179837252,0.495598791937108,0.00609769703189919,0.1428190014214439,0.16691085675993958
mean_connectivity,wpli,alpha1,T0,159,0.16230171358467205,0.07645955812151037,0.1364221026371394,0.0862409982041708,0.4816846092475339,0.0060636373811572405,0.15032547146134773,0.17427795570799637
mean_connectivity,wpli,alpha1,T1,159,0.1613922403149735,0.07955418506368384,0.1341067212224934,0.084957503254466,0.5250709937898,0.006309057261526916,0.1489312713314451,0.17385320929850193
mean_connectivity,wpli,alpha1,T2,159,0.1533398660672474,0.06428325555309408,0.1361844584426447,0.0905298758194581,0.4316454301717158,0.005097993775150596,0.1432708589752119,0.16340887315928287
mean_connectivity,wpli,alpha2,Baseline,155,0.15127760081288646,0.0857910976553453,0.1246534813731722,0.0676092084794496,0.4735638042382364,0.00689090678845352,0.13766469674189058,0.16489050488388235
mean_connectivity,wpli,alpha2,T0,159,0.15102966156744263,0.08645648711631404,0.1231108936264029,0.0592684481419736,0.4231810862080566,0.006856445420321314,0.13748755057078293,0.16457177256410233
mean_connectivity,wpli,alpha2,T1,159,0.15397562772336737,0.09351246662963918,0.1212218258192117,0.0654340441101375,0.5660299221519496,0.007416020994505039,0.13932830344605407,0.16862295200068067
mean_connectivity,wpli,alpha2,T2,159,0.15582243192164139,0.09373843638313749,0.1241500219611708,0.0578213313033579,0.519320955882607,0.007433941561638656,0.14113971287424398,0.1705051509690388
mean_connectivity,wpli,beta1,Baseline,155,0.1240591824251603,0.06372167494317534,0.1047239111400442,0.0528221284788757,0.3314584604168569,0.005118248098440047,0.11394814442761136,0.13417022042270924
mean_connectivity,wpli,beta1,T0,159,0.12951597730793518,0.06220497806236995,0.1065699547916367,0.0580894077869343,0.3294072385507232,0.004933175649192486,0.1197725011899188,0.13925945342595156
mean_connectivity,wpli,beta1,T1,159,0.12647383555436928,0.06155477174242393,0.1060773553765907,0.0559601572699552,0.4223362071651027,0.0048816109338847705,0.11683220449678883,0.13611546661194973
mean_connectivity,wpli,beta1,T2,159,0.121580900719421,0.05024605597894816,0.1046193376093506,0.05797125781728,0.3075699381203198,0.003984771437018747,0.11371061024259572,0.12945119119624626
mean_connectivity,wpli,beta2,Baseline,155,0.12418753388458299,0.07742833654433046,0.1028116734192946,0.0355672493561299,0.7162824728600228,0.006219193651717393,0.11190159109376846,0.13647347667539753
mean_connectivity,wpli,beta2,T0,159,0.11692464969279553,0.05704698032949512,0.0983069519608411,0.0486956052246421,0.4134083136466229,0.004524119821073788,0.10798909649819308,0.125860202887398
mean_connectivity,wpli,beta2,T1,159,0.11485361313139456,0.05083117881881693,0.1021911511322973,0.0521684343439434,0.3672011029475668,0.0040311746966185304,0.10689167194438576,0.12281555431840335
mean_connectivity,wpli,beta2,T2,159,0.11227536932985471,0.04573335084636174,0.0976860406340994,0.0565007546257632,0.363065822234872,0.0036268906408911403,0.10511192637643697,0.11943881228327245
mean_connectivity,wpli,delta,Baseline,155,0.157569355908742,0.0664084814891378,0.1414566558570435,0.0663276031381966,0.4472800270640591,0.005334057593513929,0.14703198883082103,0.16810672298666296
mean_connectivity,wpli,delta,T0,159,0.16259407464468933,0.05954451993266954,0.1491447025758058,0.0775775566508883,0.4377609423435604,0.004722187595342922,0.15326731935926818,0.17192082993011049
mean_connectivity,wpli,delta,T1,159,0.16571016679099193,0.06997605126669092,0.1459334589922093,0.0781999062778949,0.4983524414156636,0.005549461841934338,0.15474946869916922,0.17667086488281464
mean_connectivity,wpli,delta,T2,159,0.16108526282159838,0.05314588699500774,0.146624128954589,0.0805208179377874,0.3712310063379444,0.004214742995578818,0.15276075734251188,0.16940976830068488
mean_connectivity,wpli,theta,Baseline,155,0.14871633560865835,0.07734017200289604,0.1249729303688682,0.0558341363388167,0.4292624806211341,0.006212112105336999,0.13644438232815212,0.16098828888916458
mean_connectivity,wpli,theta,T0,159,0.15529237361484824,0.0710443203449716,0.1310490751062854,0.0708714926507476,0.40618735456612,0.0056341810905847535,0.14416434720660998,0.1664204000230865
mean_connectivity,wpli,theta,T1,159,0.1564093411857918,0.07025840424023126,0.1273861957515499,0.0642339752845324,0.3776181254741023,0.0055718538892741785,0.14540441673877638,0.16741426563280723
mean_connectivity,wpli,theta,T2,159,0.15050648320499885,0.061645120409740954,0.1362434961796575,0.071764198102712,0.3852241221953678,0.0048887760492730995,0.14085070038481484,0.16016226602518285
modularity,aec,alpha1,Baseline,155,0.38872828834389883,0.06007509734039191,0.389454891242308,0.1620608041428984,0.5023615851559415,0.004825347936950188,0.37919587111762804,0.3982607055701696
modularity,aec,alpha1,T0,159,0.37932808817605224,0.060333286702091524,0.3782593133877399,0.2075705591349095,0.5604251535856041,0.00478474086906811,0.3698777844155743,0.3887783919365302
modularity,aec,alpha1,T1,159,0.3878261745631833,0.059759490219434525,0.3845495027211415,0.226320823026958,0.5734318911138946,0.004739235848023047,0.37846574740904004,0.39718660171732656
modularity,aec,alpha1,T2,159,0.38813120183538835,0.05974811003348918,0.3930123276006858,0.1675005495677312,0.5064822492910676,0.004738333340572075,0.37877255721655706,0.39748984645421964
modularity,aec,alpha2,Baseline,155,0.39921651201154357,0.07774524224250927,0.4052186655078162,0.1175988303871553,0.5562059264868076,0.00624464812993905,0.38688028420297355,0.4115527398201136
modularity,aec,alpha2,T0,159,0.402253430896236,0.0746791281990286,0.4036417609915084,0.1255715256090445,0.5802595383222329,0.00592244010382882,0.39055606639605156,0.41395079539642043
modularity,aec,alpha2,T1,159,0.4001028107999312,0.06522566127188303,0.3984323415400509,0.177932383127093,0.5587445792010368,0.005172731410118138,0.38988618999753805,0.41031943160232437
modularity,aec,alpha2,T2,159,0.399914845295152,0.07217409817654377,0.4043397256311164,0.2274874690710368,0.5572882129431918,0.005723778300668505,0.3886098561475402,0.4112198344427638
modularity,aec,beta1,Baseline,155,0.4450914650772566,0.08910770561853013,0.4423878506115866,0.1912334705143876,0.685311654217089,0.007157303150695719,0.4309522981738942,0.45923063198061903
modularity,aec,beta1,T0,159,0.45862157092314837,0.08690848668927668,0.4576238586352847,0.1462636447236324,0.639150100419977,0.00689229131812951,0.44500866097788844,0.4722344808684083
modularity,aec,beta1,T1,159,0.4570215497749321,0.08855266417348041,0.4564665189790512,0.1541099235236765,0.6703127350366703,0.007022683074234494,0.4431511041058422,0.470891995444022
modularity,aec,beta1,T2,159,0.45427643632372455,0.07914503016556015,0.4474548440252444,0.2189007235652636,0.6439562062035712,0.006276609167450783,0.44187955531358053,0.4666733173338686
modularity,aec,beta2,Baseline,155,0.4701495584386363,0.0839050819896017,0.4718104024870377,0.0588938579953528,0.6815243815462673,0.006739418364719702,0.45683591793968736,0.48346319893758527
modularity,aec,beta2,T0,159,0.4780152012319292,0.08756096415755096,0.4793963787008329,0.0645333149731644,0.6663849502393348,0.006944036147215537,0.46430009048493764,0.49173031197892075
modularity,aec,beta2,T1,159,0.4829180362794253,0.08094293878726486,0.4780284612451032,0.1563261246444879,0.694299254315784,0.006419192595792707,0.470239539870263,0.4955965326885876
modularity,aec,beta2,T2,159,0.4755061253524259,0.072547230395496,0.4768410413634545,0.2593264878253732,0.6529381885792577,0.005753369610460765,0.46414269064342223,0.4868695600614296
modularity,aec,delta,Baseline,155,0.38323037451106806,0.06675282779033999,0.3897753505376372,0.2082080990958965,0.5430033577911334,0.005361716154010096,0.37263836827717894,0.3938223807449572
